what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401911730503
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1401911730541
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1401911782021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401911786398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401911839451
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1401911841249
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1401911841249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401911842661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401911855038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401911862407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401911893928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401911903107
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1401911903160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912024059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912025938
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912026758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912032234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912032335
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1401912040901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1401912041497
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1401912043043
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1401912044537
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1401912045645
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912055448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912064671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912090804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912095943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912101460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912111493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912115541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912118928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1401912120977
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1401912121408
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1401912122766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912123768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912133436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912136526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912138350
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912140827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912143308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912145761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912147692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912151785
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912152456
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1401912156111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1401912157970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1401912158203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1401912158466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1401912167631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912176963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912178449
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1401912180022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1401912183754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912189400
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912192640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1401912202745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912205683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912210259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912213275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912213372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912214268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912869438
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912874409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912876031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1401912878307
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1401912886297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1401912887691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912888194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912924970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1401912930317
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912936795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912939025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912943852
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912945636
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1401912951923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912953663
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912960003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912966303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912968395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912973053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912974449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912976043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1401912979769
